Timestamp,Temperature (°C),Temperature (°F),Image Filename
11-30-2024 05:29PM,20.40,68.72,Pictures/11-30-2024-05:29PM.jpg
11-30-2024 05:34PM,20.40,68.72,Pictures/11-30-2024-05:34PM.jpg
11-30-2024 05:39PM,20.40,68.72,Pictures/11-30-2024-05:39PM.jpg
11-30-2024 05:44PM,20.40,68.72,Pictures/11-30-2024-05:44PM.jpg
11-30-2024 05:49PM,20.40,68.72,Pictures/11-30-2024-05:49PM.jpg
11-30-2024 05:54PM,20.40,68.72,Pictures/11-30-2024-05:54PM.jpg
11-30-2024 05:59PM,20.40,68.72,Pictures/11-30-2024-05:59PM.jpg
11-30-2024 06:04PM,20.40,68.72,Pictures/11-30-2024-06:04PM.jpg
11-30-2024 06:09PM,20.40,68.72,Pictures/11-30-2024-06:09PM.jpg
11-30-2024 06:14PM,20.40,68.72,Pictures/11-30-2024-06:14PM.jpg
11-30-2024 06:19PM,20.40,68.72,Pictures/11-30-2024-06:19PM.jpg
11-30-2024 06:24PM,20.40,68.72,Pictures/11-30-2024-06:24PM.jpg
11-30-2024 06:29PM,20.40,68.72,Pictures/11-30-2024-06:29PM.jpg
11-30-2024 06:34PM,20.40,68.72,Pictures/11-30-2024-06:34PM.jpg
11-30-2024 06:39PM,20.40,68.72,Pictures/11-30-2024-06:39PM.jpg
11-30-2024 06:44PM,20.40,68.72,Pictures/11-30-2024-06:44PM.jpg
11-30-2024 06:49PM,20.40,68.72,Pictures/11-30-2024-06:49PM.jpg
11-30-2024 06:54PM,20.30,68.72,Pictures/11-30-2024-06:54PM.jpg
11-30-2024 06:59PM,20.30,68.54,Pictures/11-30-2024-06:59PM.jpg
11-30-2024 07:04PM,20.30,68.54,Pictures/11-30-2024-07:04PM.jpg
11-30-2024 07:09PM,20.30,68.72,Pictures/11-30-2024-07:09PM.jpg
11-30-2024 07:14PM,20.30,68.54,Pictures/11-30-2024-07:14PM.jpg
11-30-2024 07:19PM,20.30,68.54,Pictures/11-30-2024-07:19PM.jpg
11-30-2024 07:24PM,20.30,68.54,Pictures/11-30-2024-07:24PM.jpg
11-30-2024 07:29PM,20.30,68.54,Pictures/11-30-2024-07:29PM.jpg
11-30-2024 07:34PM,20.30,68.54,Pictures/11-30-2024-07:34PM.jpg
11-30-2024 07:39PM,20.30,68.54,Pictures/11-30-2024-07:39PM.jpg
11-30-2024 07:44PM,20.30,68.54,Pictures/11-30-2024-07:44PM.jpg
11-30-2024 07:49PM,20.30,68.54,Pictures/11-30-2024-07:49PM.jpg
11-30-2024 07:54PM,20.30,68.54,Pictures/11-30-2024-07:54PM.jpg
11-30-2024 07:59PM,20.30,68.54,Pictures/11-30-2024-07:59PM.jpg
11-30-2024 08:04PM,20.30,68.54,Pictures/11-30-2024-08:04PM.jpg
11-30-2024 08:09PM,20.30,68.54,Pictures/11-30-2024-08:09PM.jpg
11-30-2024 08:14PM,20.30,68.54,Pictures/11-30-2024-08:14PM.jpg
11-30-2024 08:19PM,20.30,68.54,Pictures/11-30-2024-08:19PM.jpg
11-30-2024 08:24PM,20.30,68.54,Pictures/11-30-2024-08:24PM.jpg
11-30-2024 08:29PM,20.30,68.54,Pictures/11-30-2024-08:29PM.jpg
11-30-2024 08:34PM,20.30,68.54,Pictures/11-30-2024-08:34PM.jpg
11-30-2024 08:39PM,20.30,68.72,Pictures/11-30-2024-08:39PM.jpg
11-30-2024 08:44PM,20.40,68.54,Pictures/11-30-2024-08:44PM.jpg
11-30-2024 08:49PM,20.30,68.54,Pictures/11-30-2024-08:49PM.jpg
11-30-2024 08:54PM,20.30,68.72,Pictures/11-30-2024-08:54PM.jpg
11-30-2024 08:59PM,20.30,68.54,Pictures/11-30-2024-08:59PM.jpg
11-30-2024 09:04PM,20.30,68.54,Pictures/11-30-2024-09:04PM.jpg
11-30-2024 09:09PM,20.30,68.54,Pictures/11-30-2024-09:09PM.jpg
11-30-2024 09:14PM,20.30,68.54,Pictures/11-30-2024-09:14PM.jpg
11-30-2024 09:19PM,20.30,68.54,Pictures/11-30-2024-09:19PM.jpg
11-30-2024 09:24PM,20.30,68.54,Pictures/11-30-2024-09:24PM.jpg
11-30-2024 09:29PM,20.30,68.54,Pictures/11-30-2024-09:29PM.jpg
11-30-2024 09:35PM,20.30,68.54,Pictures/11-30-2024-09:35PM.jpg
11-30-2024 09:40PM,20.30,68.54,Pictures/11-30-2024-09:40PM.jpg
11-30-2024 09:45PM,20.30,68.54,Pictures/11-30-2024-09:45PM.jpg
11-30-2024 09:50PM,20.30,68.54,Pictures/11-30-2024-09:50PM.jpg
11-30-2024 09:55PM,20.30,68.54,Pictures/11-30-2024-09:55PM.jpg
11-30-2024 10:00PM,20.30,68.54,Pictures/11-30-2024-10:00PM.jpg
11-30-2024 10:05PM,20.30,68.54,Pictures/11-30-2024-10:05PM.jpg
11-30-2024 10:10PM,20.30,68.54,Pictures/11-30-2024-10:10PM.jpg
11-30-2024 10:15PM,20.30,68.54,Pictures/11-30-2024-10:15PM.jpg
11-30-2024 10:20PM,20.30,68.54,Pictures/11-30-2024-10:20PM.jpg
11-30-2024 10:25PM,20.30,68.54,Pictures/11-30-2024-10:25PM.jpg
11-30-2024 10:30PM,20.30,68.54,Pictures/11-30-2024-10:30PM.jpg
11-30-2024 10:35PM,20.30,68.54,Pictures/11-30-2024-10:35PM.jpg
11-30-2024 10:40PM,20.30,68.54,Pictures/11-30-2024-10:40PM.jpg
11-30-2024 10:45PM,20.30,68.54,Pictures/11-30-2024-10:45PM.jpg
11-30-2024 10:50PM,20.30,68.54,Pictures/11-30-2024-10:50PM.jpg
11-30-2024 10:55PM,20.30,68.54,Pictures/11-30-2024-10:55PM.jpg
11-30-2024 11:00PM,20.30,68.54,Pictures/11-30-2024-11:00PM.jpg
11-30-2024 11:05PM,20.30,68.54,Pictures/11-30-2024-11:05PM.jpg
11-30-2024 11:10PM,20.30,68.54,Pictures/11-30-2024-11:10PM.jpg
11-30-2024 11:15PM,20.30,68.54,Pictures/11-30-2024-11:15PM.jpg
11-30-2024 11:20PM,20.30,68.54,Pictures/11-30-2024-11:20PM.jpg
11-30-2024 11:25PM,20.30,68.54,Pictures/11-30-2024-11:25PM.jpg
11-30-2024 11:30PM,20.30,68.54,Pictures/11-30-2024-11:30PM.jpg
11-30-2024 11:35PM,20.30,68.54,Pictures/11-30-2024-11:35PM.jpg
11-30-2024 11:40PM,20.30,68.54,Pictures/11-30-2024-11:40PM.jpg
11-30-2024 11:45PM,20.30,68.54,Pictures/11-30-2024-11:45PM.jpg
11-30-2024 11:50PM,20.30,68.54,Pictures/11-30-2024-11:50PM.jpg
11-30-2024 11:55PM,20.30,68.54,Pictures/11-30-2024-11:55PM.jpg
12-01-2024 12:00AM,20.30,68.54,Pictures/12-01-2024-12:00AM.jpg
12-01-2024 12:05AM,20.30,68.54,Pictures/12-01-2024-12:05AM.jpg
12-01-2024 12:10AM,20.30,68.54,Pictures/12-01-2024-12:10AM.jpg
12-01-2024 12:15AM,20.30,68.54,Pictures/12-01-2024-12:15AM.jpg
12-01-2024 12:20AM,20.30,68.54,Pictures/12-01-2024-12:20AM.jpg
12-01-2024 12:25AM,20.30,68.54,Pictures/12-01-2024-12:25AM.jpg
12-01-2024 12:30AM,20.30,68.54,Pictures/12-01-2024-12:30AM.jpg
12-01-2024 12:35AM,20.30,68.54,Pictures/12-01-2024-12:35AM.jpg
12-01-2024 12:40AM,20.30,68.54,Pictures/12-01-2024-12:40AM.jpg
12-01-2024 12:45AM,20.30,68.54,Pictures/12-01-2024-12:45AM.jpg
12-01-2024 12:50AM,20.30,68.54,Pictures/12-01-2024-12:50AM.jpg
12-01-2024 12:55AM,20.30,68.54,Pictures/12-01-2024-12:55AM.jpg
12-01-2024 01:00AM,20.30,68.54,Pictures/12-01-2024-01:00AM.jpg
12-01-2024 01:05AM,20.30,68.54,Pictures/12-01-2024-01:05AM.jpg
12-01-2024 01:10AM,20.30,68.54,Pictures/12-01-2024-01:10AM.jpg
12-01-2024 01:15AM,20.30,68.54,Pictures/12-01-2024-01:15AM.jpg
12-01-2024 01:20AM,20.30,68.54,Pictures/12-01-2024-01:20AM.jpg
12-01-2024 01:25AM,20.30,68.54,Pictures/12-01-2024-01:25AM.jpg
12-01-2024 01:30AM,20.30,68.54,Pictures/12-01-2024-01:30AM.jpg
12-01-2024 01:35AM,20.30,68.54,Pictures/12-01-2024-01:35AM.jpg
12-01-2024 01:40AM,20.30,68.54,Pictures/12-01-2024-01:40AM.jpg
12-01-2024 01:45AM,20.30,68.54,Pictures/12-01-2024-01:45AM.jpg
12-01-2024 01:50AM,20.30,68.54,Pictures/12-01-2024-01:50AM.jpg
12-01-2024 01:55AM,20.30,68.54,Pictures/12-01-2024-01:55AM.jpg
12-01-2024 02:00AM,20.30,68.54,Pictures/12-01-2024-02:00AM.jpg
12-01-2024 02:05AM,20.30,68.54,Pictures/12-01-2024-02:05AM.jpg
12-01-2024 02:10AM,20.30,68.54,Pictures/12-01-2024-02:10AM.jpg
12-01-2024 02:15AM,20.30,68.54,Pictures/12-01-2024-02:15AM.jpg
12-01-2024 02:20AM,20.30,68.54,Pictures/12-01-2024-02:20AM.jpg
12-01-2024 02:25AM,20.30,68.54,Pictures/12-01-2024-02:25AM.jpg
12-01-2024 02:30AM,20.30,68.54,Pictures/12-01-2024-02:30AM.jpg
12-01-2024 02:35AM,20.30,68.54,Pictures/12-01-2024-02:35AM.jpg
12-01-2024 02:40AM,20.30,68.54,Pictures/12-01-2024-02:40AM.jpg
12-01-2024 02:45AM,20.30,68.54,Pictures/12-01-2024-02:45AM.jpg
12-01-2024 02:50AM,20.30,68.54,Pictures/12-01-2024-02:50AM.jpg
12-01-2024 02:55AM,20.30,68.54,Pictures/12-01-2024-02:55AM.jpg
12-01-2024 03:00AM,20.30,68.54,Pictures/12-01-2024-03:00AM.jpg
12-01-2024 03:05AM,20.30,68.54,Pictures/12-01-2024-03:05AM.jpg
12-01-2024 03:10AM,20.30,68.54,Pictures/12-01-2024-03:10AM.jpg
12-01-2024 03:15AM,20.30,68.54,Pictures/12-01-2024-03:15AM.jpg
12-01-2024 03:20AM,20.30,68.54,Pictures/12-01-2024-03:20AM.jpg
12-01-2024 03:25AM,20.30,68.54,Pictures/12-01-2024-03:25AM.jpg
12-01-2024 03:30AM,20.30,68.54,Pictures/12-01-2024-03:30AM.jpg
12-01-2024 03:35AM,20.30,68.54,Pictures/12-01-2024-03:35AM.jpg
12-01-2024 03:40AM,20.30,68.54,Pictures/12-01-2024-03:40AM.jpg
12-01-2024 03:45AM,20.30,68.54,Pictures/12-01-2024-03:45AM.jpg
12-01-2024 03:50AM,20.30,68.54,Pictures/12-01-2024-03:50AM.jpg
12-01-2024 03:55AM,20.30,68.54,Pictures/12-01-2024-03:55AM.jpg
12-01-2024 04:00AM,20.30,68.54,Pictures/12-01-2024-04:00AM.jpg
12-01-2024 04:05AM,20.30,68.54,Pictures/12-01-2024-04:05AM.jpg
12-01-2024 04:10AM,20.30,68.54,Pictures/12-01-2024-04:10AM.jpg
12-01-2024 04:15AM,20.30,68.54,Pictures/12-01-2024-04:15AM.jpg
12-01-2024 04:20AM,20.30,68.54,Pictures/12-01-2024-04:20AM.jpg
12-01-2024 04:25AM,20.30,68.54,Pictures/12-01-2024-04:25AM.jpg
12-01-2024 04:30AM,20.30,68.54,Pictures/12-01-2024-04:30AM.jpg
12-01-2024 04:35AM,20.30,68.54,Pictures/12-01-2024-04:35AM.jpg
12-01-2024 04:40AM,20.30,68.54,Pictures/12-01-2024-04:40AM.jpg
12-01-2024 04:45AM,20.30,68.54,Pictures/12-01-2024-04:45AM.jpg
12-01-2024 04:50AM,20.30,68.54,Pictures/12-01-2024-04:50AM.jpg
12-01-2024 04:55AM,20.30,68.54,Pictures/12-01-2024-04:55AM.jpg
12-01-2024 05:00AM,20.30,68.54,Pictures/12-01-2024-05:00AM.jpg
12-01-2024 05:05AM,20.30,68.54,Pictures/12-01-2024-05:05AM.jpg
12-01-2024 05:10AM,20.30,68.54,Pictures/12-01-2024-05:10AM.jpg
12-01-2024 05:15AM,20.30,68.54,Pictures/12-01-2024-05:15AM.jpg
12-01-2024 05:20AM,20.30,68.54,Pictures/12-01-2024-05:20AM.jpg
12-01-2024 05:25AM,20.30,68.54,Pictures/12-01-2024-05:25AM.jpg
12-01-2024 05:30AM,20.30,68.54,Pictures/12-01-2024-05:30AM.jpg
12-01-2024 05:35AM,20.30,68.54,Pictures/12-01-2024-05:35AM.jpg
12-01-2024 05:40AM,20.30,68.54,Pictures/12-01-2024-05:40AM.jpg
12-01-2024 05:45AM,20.20,68.36,Pictures/12-01-2024-05:45AM.jpg
12-01-2024 05:50AM,20.20,68.36,Pictures/12-01-2024-05:50AM.jpg
12-01-2024 05:55AM,20.20,68.54,Pictures/12-01-2024-05:55AM.jpg
12-01-2024 06:00AM,20.30,68.36,Pictures/12-01-2024-06:00AM.jpg
12-01-2024 06:05AM,20.30,68.54,Pictures/12-01-2024-06:05AM.jpg
12-01-2024 06:10AM,20.30,68.54,Pictures/12-01-2024-06:10AM.jpg
12-01-2024 06:15AM,20.30,68.54,Pictures/12-01-2024-06:15AM.jpg
12-01-2024 06:20AM,20.30,68.54,Pictures/12-01-2024-06:20AM.jpg
12-01-2024 06:25AM,20.30,68.54,Pictures/12-01-2024-06:25AM.jpg
12-01-2024 06:30AM,20.30,68.54,Pictures/12-01-2024-06:30AM.jpg
12-01-2024 06:36AM,20.30,68.54,Pictures/12-01-2024-06:36AM.jpg
12-01-2024 06:41AM,20.30,68.54,Pictures/12-01-2024-06:41AM.jpg
12-01-2024 06:46AM,20.30,68.54,Pictures/12-01-2024-06:46AM.jpg
12-01-2024 06:51AM,20.30,68.54,Pictures/12-01-2024-06:51AM.jpg
12-01-2024 06:56AM,20.30,68.54,Pictures/12-01-2024-06:56AM.jpg
12-01-2024 07:01AM,20.30,68.54,Pictures/12-01-2024-07:01AM.jpg
12-01-2024 07:06AM,20.30,68.54,Pictures/12-01-2024-07:06AM.jpg
12-01-2024 07:11AM,20.20,68.54,Pictures/12-01-2024-07:11AM.jpg
12-01-2024 07:16AM,20.20,68.54,Pictures/12-01-2024-07:16AM.jpg
12-01-2024 07:21AM,20.30,68.54,Pictures/12-01-2024-07:21AM.jpg
12-01-2024 07:26AM,20.20,68.36,Pictures/12-01-2024-07:26AM.jpg
12-01-2024 07:31AM,20.20,68.36,Pictures/12-01-2024-07:31AM.jpg
12-01-2024 07:36AM,20.20,68.54,Pictures/12-01-2024-07:36AM.jpg
12-01-2024 07:41AM,20.20,68.36,Pictures/12-01-2024-07:41AM.jpg
12-01-2024 07:46AM,20.20,68.36,Pictures/12-01-2024-07:46AM.jpg
12-01-2024 07:51AM,20.20,68.36,Pictures/12-01-2024-07:51AM.jpg
12-01-2024 07:56AM,20.20,68.36,Pictures/12-01-2024-07:56AM.jpg
12-01-2024 08:01AM,20.20,68.36,Pictures/12-01-2024-08:01AM.jpg
12-01-2024 08:06AM,20.20,68.36,Pictures/12-01-2024-08:06AM.jpg
12-01-2024 08:11AM,20.20,68.36,Pictures/12-01-2024-08:11AM.jpg
12-01-2024 08:16AM,20.20,68.36,Pictures/12-01-2024-08:16AM.jpg
12-01-2024 08:21AM,20.20,68.36,Pictures/12-01-2024-08:21AM.jpg
12-01-2024 08:26AM,20.20,68.36,Pictures/12-01-2024-08:26AM.jpg
12-01-2024 08:31AM,20.30,68.36,Pictures/12-01-2024-08:31AM.jpg
12-01-2024 08:36AM,20.20,68.36,Pictures/12-01-2024-08:36AM.jpg
12-01-2024 08:41AM,20.20,68.36,Pictures/12-01-2024-08:41AM.jpg
12-01-2024 08:46AM,20.30,68.36,Pictures/12-01-2024-08:46AM.jpg
12-01-2024 08:51AM,20.20,68.36,Pictures/12-01-2024-08:51AM.jpg
12-01-2024 08:56AM,20.20,68.36,Pictures/12-01-2024-08:56AM.jpg
12-01-2024 09:01AM,20.20,68.36,Pictures/12-01-2024-09:01AM.jpg
12-01-2024 09:06AM,20.20,68.36,Pictures/12-01-2024-09:06AM.jpg
12-01-2024 09:11AM,20.20,68.36,Pictures/12-01-2024-09:11AM.jpg
12-01-2024 09:16AM,20.20,68.36,Pictures/12-01-2024-09:16AM.jpg
12-01-2024 09:21AM,20.20,68.36,Pictures/12-01-2024-09:21AM.jpg
12-01-2024 09:26AM,20.20,68.36,Pictures/12-01-2024-09:26AM.jpg
12-01-2024 09:31AM,20.20,68.36,Pictures/12-01-2024-09:31AM.jpg
12-01-2024 09:36AM,20.20,68.36,Pictures/12-01-2024-09:36AM.jpg
12-01-2024 09:41AM,20.20,68.36,Pictures/12-01-2024-09:41AM.jpg
12-01-2024 09:46AM,20.20,68.36,Pictures/12-01-2024-09:46AM.jpg
12-01-2024 09:51AM,20.20,68.36,Pictures/12-01-2024-09:51AM.jpg
12-01-2024 09:56AM,20.20,68.36,Pictures/12-01-2024-09:56AM.jpg
12-01-2024 10:01AM,20.20,68.36,Pictures/12-01-2024-10:01AM.jpg
12-01-2024 10:06AM,20.20,68.36,Pictures/12-01-2024-10:06AM.jpg
12-01-2024 10:11AM,20.20,68.36,Pictures/12-01-2024-10:11AM.jpg
12-01-2024 10:16AM,20.20,68.36,Pictures/12-01-2024-10:16AM.jpg
12-01-2024 10:21AM,20.20,68.36,Pictures/12-01-2024-10:21AM.jpg
12-01-2024 10:26AM,20.20,68.36,Pictures/12-01-2024-10:26AM.jpg
12-01-2024 10:31AM,20.20,68.36,Pictures/12-01-2024-10:31AM.jpg
12-01-2024 10:36AM,20.20,68.36,Pictures/12-01-2024-10:36AM.jpg
12-01-2024 10:41AM,20.20,68.36,Pictures/12-01-2024-10:41AM.jpg
12-01-2024 10:46AM,20.20,68.36,Pictures/12-01-2024-10:46AM.jpg
12-01-2024 10:51AM,20.20,68.36,Pictures/12-01-2024-10:51AM.jpg
12-01-2024 10:56AM,20.20,68.36,Pictures/12-01-2024-10:56AM.jpg
12-01-2024 11:01AM,20.20,68.36,Pictures/12-01-2024-11:01AM.jpg
12-01-2024 11:06AM,20.20,68.36,Pictures/12-01-2024-11:06AM.jpg
12-01-2024 11:11AM,20.20,68.36,Pictures/12-01-2024-11:11AM.jpg
12-01-2024 11:16AM,20.20,68.36,Pictures/12-01-2024-11:16AM.jpg
12-01-2024 11:21AM,20.20,68.36,Pictures/12-01-2024-11:21AM.jpg
12-01-2024 11:26AM,20.20,68.36,Pictures/12-01-2024-11:26AM.jpg
12-01-2024 11:31AM,20.20,68.36,Pictures/12-01-2024-11:31AM.jpg
12-01-2024 11:36AM,20.20,68.36,Pictures/12-01-2024-11:36AM.jpg
12-01-2024 11:41AM,20.20,68.36,Pictures/12-01-2024-11:41AM.jpg
12-01-2024 11:46AM,20.20,68.36,Pictures/12-01-2024-11:46AM.jpg
12-01-2024 11:51AM,20.20,68.36,Pictures/12-01-2024-11:51AM.jpg
12-01-2024 11:56AM,20.20,68.36,Pictures/12-01-2024-11:56AM.jpg
12-01-2024 12:01PM,20.20,68.36,Pictures/12-01-2024-12:01PM.jpg
12-01-2024 12:06PM,20.20,68.36,Pictures/12-01-2024-12:06PM.jpg
12-01-2024 12:11PM,20.20,68.36,Pictures/12-01-2024-12:11PM.jpg
12-01-2024 12:16PM,20.20,68.36,Pictures/12-01-2024-12:16PM.jpg
